AuthorId,PaperIds
2176521,893199 299035 1631401 1988597 60699 1280881 1951700 1207795 1316485 1739235 1266359 1690448 1586318 1071948 352479 1980985 776996 1400783 1791085 2106639 771844 22267 1294132 569994 1727332 1914244 1820782 1055356 489679 1116451 2192158 1877864 1186937 120741 2021630 362663 188962 2194233 1868187 1264305 10096 810264 640627 1595138 2001228 434391 858351 424867 215488 1723453 1496404 1163149 427398 632488 711518 1559829 582213 2202277 1821633 1973308 1855590 2210386 125662 1591699 1774508 764499 79879 1853241 587090 1842982 910935 605971 1766087 192527 1750571 471555 1157112 296075 1374520 50466 422405 1870719 2222170 1782568 1746921 599001 941585 37637 1808354 1197530 1063906 2041108 1132039 813422 680425 1497843 266663 960120 1306831 772388 1425725 1166061 912903 634029 1921304 539109 462436 446293 2071601 2188878 489687 194917 1596297
1548468,1272997 891896 2016332 1240240 1965248 1790736 1893658 846351 2000411 959799 891226 1048946 920011 571471 1937184
336956,1823044 455530 618984
2114621,1779340 1380068 1264335 1233021 1915788 2097878 1730030 1339973 2190883 1715397 370765 1418834 2188540 1547143 2167303 1499815 580872 144092 1947327 2154659 1218830 287538 817225 337387 2258973 1220453 545289 1419618 1670620 1892298 1200321 299370 1755139 254915 133468 305091 1540271 1153031 1672140 486644 809758 790671 2069279 186365 994664 88487 1868169 1733036 1315241 2208696 1581078 948810 593628 576131 1797795 977065 632993 32695 165813 1683031 832182 1573649
631871,2212899 2123407 1826019 1667355 1599022 1382619 1300838 1191515 941755 907680 878653 638261 429576 376029 148078 2428 1597265 663888 685296 795178 117136 750524 1049630 1440513 1326565 1766731 696121 1421500 205475 1133699 120999 973124 373957 154156 163665 163665 163665 163665 264739 1826275 1612008 550482 869879 869879 869879 1034470 1896998 1442862 861458 2206208 267523 209549 1595451 23119 470368 442289 1521859 1521859 1521859 1521859 875845 1432501 443086 123220 1302698 1586430 903610 2104867 1413168 910630 910630 910630 910630 2128224 2128224 2128224 2128224 2128224 809281 1637355 1637355 1637355 1637355 1637355 944349 1936960 1936960 1936960 332123 332123 332123 200300 1065325 985964 985964 985964 985964 1223091 373976 280585 1512545 1512545 1512545 1512545 1637424 732094 1352007 1352007 1352007 1352007 1600239 1904096 689352 689352 689352 1657858 1657858 2238107 742714
2032710,609558 1664798 1498636 548278 1073434 1996798 921330 1653659 273271 221265 2148554 1323839 1970526 1473140 840255 16930 718016 1401185 2062877 176637 1112498 311335 1148945 537228 1797612 1334829 610161 128764 1274343 2208996 214970 627610 761517 924281 955991 405153 1874910 541333 2159170 1550320 337136 521081 1522319 466044 2012892 2235077 2162960 347520 2218162 1197036 1415751 722838 1561317 1142486 1455691 292386 2087004 757091 2140973 1168161 1184381 1174735 1053406 1063441 2034951 777952 1832997 543569 181734 624282 1932977 2245576 60883 492295 1641958 888314 1679974 2032984 115950 1857151 429983 1186763 1086829 1561570 1054748 574364 1312758 628313 573267 1143823 887432 1368740 676259 1594163 1366511 7808 268103 262807 1793144 1309588 515723 1684688 2060179 1610164 1013870 358534 1828049 1507378 174138 1568787 1895606 1470526 1082553 1003832 266740 908212 1677067 1906978 832436 768282 671887 650348 238326 1530271 672404
779335,1752330 791211 2139645 792561 1143903 1614938 1064332 1463079 195254 1475160 7139 965854 1224845 89275 1310953 44438 2088844 538527 113356 70849 287062 1928224 1205844 650104 1625551 2033007 2177487 1252832 2145923 1452795 1585443 956940
1008725,2170506 2145114 2138443 2009989 1359330 1269192 884264 477123 387231 748984 597683 1647740 242428 942182 1851483 1369848 397553 882019 390461 1209236 1370031 1589139 1527122 914281 1589209 886435 594335 871688 1761432 1654654 1236991 510594 309609 186418 1827919 1633400 390559 1230991 1576547 1570767 1521988 638730 877096 1671312 1920968 639220 607331 1352088 2001264 2044746 1947854 1329328 1584425 391198 143524 974573 227213 1439356 1666988 1791342 180198 1025885 1419686 780679 1086246 1557978 1154410 2001344 2000516 53203 1573578 315529 1507015 841307 582389 2133942 579211 732105 342497 2036371 1876205 424942 1512904 1323420 1673857 286628 179377 2205609 832213 586007 2255418 2153943 1421035 1415335 751797 181188 1993541 1221991 100943 1927068 1793698 1402072 1075963 996875 324785 952671 660374 922187 1550125 1843148 1407591 952392 2170274 1743573 965008 1550850 659869 1743458 1090621 538087 2155646 2155170 1855556 2095237 1900513 1857245 916637 791775 681025 404079
2221146,2153927 1297018 755452 2132388 1995660 933509 1739 2194776 1237112 1226208 91022 680430 539677 1783181 1734053 541163 2207561 2017445 1691380 1670138 598274 479959 330516 2005242 1435074 726959 1753180 485111 2167668 2034714 900226 1573601 294157 262022 93436 195962 2072739 1068564 609127 1752209 1005929 1615995 273163 1905716 1951055 1366765 889317 789265 216877 647617 617622 147977 1488021 517733 957952 311317 123708 1548972 1852169 439118 1939516 742934 1610866 464649 1652979 1314814 1735346 1429979 677241 759846 422506 135362 1556975 528341 947108 1533041 740098 330548 139178 1155990 1493523 992958 1159998 2256212 1366126 744095 1282942 816853 414193 1887142 220301 852508 814885 74310 1440260 1021939 1297379 520364 176482 995483 69063 192078 2216763 609709 1952261 307188 193854 1961942 301489 143539 1662687 1425774 760606 2046905 1940987 1063106 802871 2199819 955011 402160 308138 260776 186780 108994
74859,1819639 909362 488107 488107 488107 1489831 1044183 245139 2172540 1371642 2032968 592046 2221657 1261356 2028109 852203 1947409 1762955 1428726 1625277 2127249 1909010 1879774 687725 1203866 1486393 1887843 1775592 1775592 1775592 1485533 249005 179245 875731 524562 230589 1979144 878446 618621 710454 1044426 1835988 1835988 946604 946604
1614960,747986 120506 1858976 1991919 1488733 1885004
1942649,1972782 2184157 742050 2161188 1248186 397588 1551783 505368 1593760 1688221 379158 1960773 1033405 261396 789299 1338861 1517266 1065915 1862112 77794 2235701 38006 871757 511232 831124 196784
42126,660979 791236 347427 386358 1933559 1220955 776187 1173255 785820
2016399,1133324 1935587 1037297 722463
2229392,983702 650738 817959 1037834 1803733 362186 1865371 720572 859321 157265 205423 1958959 289089 801291 1813559 1700323 1227881 2097918 515701 2071036 909834 1867291 461247
2180248,1430017 1629616 361990 299654 1454264 1945645 798752 1379699 241494 940881 1487845 162443 147423 902828 1146021 1663237 192618 1797841 1037089 784303 1596192 1585277 2097322 659619 1832174 659842 1408002 1051039 569952 1221855 1363542 438208 206453 777783 1143374 336831 1114139 1200625 2183372 80889 773784 2093613 1615442 97847 1216918 1303241 1298704 602747 185968 275388 825282 1662370 137398 1303562 2256296 1918226 1366631 1603214 148928 371160 387788 1875936 711731 487604 327068 1037557 1177576 2137573 1639071 1970678 1895232 208682 1704825 1633245 1255177 438361 1516398 336808 2239194 70826 2075128 402357 1767183 264628 1023747 1574807 1015524 346281 1047261 125564 17447 797367 1628888 732098 1611550 1466809 120929 1327844 2252916 213388 84686 174272 573397 315322 2039082 962322 1345376 1289832 734531 525960 457305 725269 112312 1319516 2196069 327385 147940 1586941 1717957 1239169 1927141 1261546 408462 1237987 1954666 1313576 539777
91290,1783485 1747821 630484 2013387 1777448 1722558 1613640 1836308 1565429 2066223 322407 311444 1083689 1298864 213278 1490629 1473050 895106 558235 1690770 781421 843004 440141 1442229 1653492 1541652 1105834 1987502 1588604 139370 749558 1145936 1966382 235611 1405743 1124248 919430 1946627 1257246 1466084 394128
1696933,763832 985731 1771169 711847 1288178 643366 814281 1714536 1295418 2126885 1897572 1262659 797126 44828 992753 1263508
1328307,1455263 262840 1650683 1420895 1336977 239504 172956 532311 1609861 203056 2098530 1942586 422539 201854
795831,1112071 303793 27965 580433 1914554 944476 1067912
754876,2245648 1381850 273253 731356 2198465 2198465 1722832 1225210 1225210 1225210 128878 2210577 204123 1424574 1442139 957484
926913,1529690 1253852 1364655 2214244 1195120 1799969
410822,1349567 1825779 1694270 1298204 548997 317703 1260612 1703204 510918 605182 151891 91403 1174948 1542013
1967313,2110 54783 1232289 312151 2226367
1033427,2219827 836999 440384 1341955 1521734 1690655 1850403
1918170,616964 209193
58609,864324 423179 567989 815857 287053 514374 324523 395704 640834 932459 2032251 2021144 1273038
148725,1718244 1854756 1962452 497138 1608195 476001 1335307 3917 189440
2163961,1239195 596946 504231 870739 1657575 1157073 894916 192651 126913 1633236 1398142 166184 2071755 2227617 1085714 2166296 398390 474911 975829 1945418 1679018 760267 1064721
2073851,1550839 1520210 1384318 1135963 355765 155597 2171281 1643062 1045668 651905 1584480 521090 2114813 1283531 1819964 1852561 1941018 616506 33249 2156698 1059816 1778356 1393046 1451726 904182 1216916 1844516 1656349 1405561 589480 12313 338231 892015 1483440 624647 1028939 274357 245771 968126 621355 1271035 923152 2168574 634329 500706 1703968 1044679 2033799 603594 78083 130542 1858506 312236 1845525 257750 149932 1504330 975970 215615 187778 2164882 2206250 1827966 2241968 1104308 1809121 446880 1127266 1506703 770236
1402109,1947995 767039 1675730 922599 1980452 1311937 2159786 409610 159764 795134 1964455 1586737 1582463 1992052 1821496 253916 792444
427269,977012 1292695 1533401 49287 1567130 677647 2036089 139693 1515196 543009 2237350 1071249 1881748 2205069 1593769 885349 1539530 1427595 1663568 1823584 1655648 1818963 1030706 463244 2198421 3790 357775 1479560 1541289 2021543 575640 2080063 460247 1705444 659839 643210 1136942 2223240 522327 1911828 1338764 1680781 1587655 182102 786172 1690184 1167945 2249572 141118 488405 1245155 1511772 1270298 243958 1435149 848156 198939
165126,2128487 890533 1160357 762555 865682 1864197 183220 2252259 904441 845194 350289 1091041 1362898 548792
2270475,1828170 1550242 1068371 1431840 759221 2194176 1821690 372245 983556 1988115 1903598 1034036 229265 43094 1068687 867061 355710 1969000 2029760 507376 1628697 968221 1281996 1347451 149991 1842272 118218
1205517,936431 1826091 2230134 348197 2224254 1039866 2004993 1703090 1358507 1355268 483845 967713 2102610 1539867 538786 412373 229093 1718481 1777683 784053 1734000 979914 772135 1907423 1655797 256851 1900644 1244624 1240689 2143285 1119078 412260 1151857 1390807 2159941 1652418 422478 1185969 512066 749817 310765 802918 1820796 1030069 1856949 1129944 508351 995990 1316475 1327598 1924643 786492 500893 1248524 196234 1937731 1451142 93830 539443 2038568 19916 1864834 1486969 1330432 1347200 1641959 1546448 2201277 1043891 1016066 2031046 2215733 1179061 1481296 936203 2074068 662531 1161020 536277 562443 980628 1710935 941738 1383623 993852 1611037 71518 1781267 360374 1522426 1676599 449127 2058065 2188421 2117793 2126160 752126 160684 1270713 1624552
296207,1077703 1077703 496484 266112
1918229,1886851 919559 2002557 997466 254741 365805 1904338 411046 879505 2016698 446897 217701 143377 1008850 2013583 1518332 1108586 983625 619752 2020572 31707 1690498 1290795 259390 69642 400995 2210375 320689 784324 1218725 1111703 186518
632091,1076110 621861 1474225 900037 9394 227431 795620 1639180 1981311 1479969 1233201 207264 945457 1279556 1785689 508848 2152689 2209496 1232566 2254212 1285132 1005053 2046274 1249326 246447 462999 1245404 1460300 1559570 1517174 923646 1969203 1955870 498124 1663016 1414412 271230 279458 1707408 1053986 1082209 1370454 851373 2251372 635253 195007 76421 68962 17969 1925798 328117 966189 916715 1381798 1468593 1147169 1351533 234075 1729401 1898359 1915840 346809 425 2141794 1308868 217859 197057 892501 736334 1426764 1300813 1583588 1081103 915911 415985 769152 1349085 1491933 990130 836836 2067916 1373293 626640 2016368 2209657 1274323 2188108 648628 613405 2244659 374808 7920 1848129 1279040 1392030 1941618 1785079 1728251 121405
1959199,2048725 1893229 1782286 1733283 1719204 224248 1465789 1608288 945306 646107 236181 1834235 1911281 631588 210150 790846 1722491 1961678 2043852 155695 1626923 1764644 1153679 961259 1075011 241798 627105 2085372 978501 1672884 1299261 269243 624806 131736 370931 596168 2245645 1365657 683644 1970689 711522 28902 994723 592416 1331483 1860008 258800 1833891 775695 954677 1330337 1334037 269277 2244892 382616 1752489 922651 2094157 274147 1811786 1498775 908094 1015918 1678554 2195871 395427 677457 1515209 926435 17451 1091553 1711728 1812947 1737439 149754 274381 926719 1152208 1584951 2090730 43939 1379783 1922191 1728805 1280765 1392688 345714 242122 1369699 1930396 900732 299875 594239 307005 1501712 519358 679513 226813 1355502 455911 1334350 2087336 642706 2123630 698599 2095412 1716066 756793
476449,657236 58548 1625772 2122028 1219454 94412 648083 2047773 882171 1962913 1472004 273859 1947510 1313549 1353472 960318 1323025 69303 693089
1966260,1569678 1195490 152632 109294 375333 1289537 1855849 318132 1451381 1590971 452669 1158770 2188368 768360 1422100 305168 1500572 1186947 47021 2254588 1420706 891817 1742555 1606421 1046739 760687 549464 1570493 427869 1479474 1428285 1147452 544400 1690946 1339972 925588 2075700 24483 932519 557271 1638942 1194450 1976368 2070575 455981 1798927 1058715 963539 2060747 160632 504795 2180195 1878426 1761 2058393 481833 1507015 841307 582389 1200295 2001886 897420 865397 1878135 2242039 1996880 1129286 61064 160807 1943984 1117365 695944 428554 2236160 1795912 1671252 727890 992821 394664 2186841 1378132
1115440,1075605 1429117 900589 347297 1589817 1260703 1140431 1484221 1376533 2189994 603878 1361792 1825222 253937 830583 1180088 436299 1060051 1441195 409363 1280254 1904479 1513074 128051 717987 265980 1935894 1852159 914204 1420210 691037 830978 737899 1681926 1903289 1863439 1210212 1437349 1348898 2043186 1142174 1279482 1005725 1708941 750564 607465 2013784 1662975 1998245 1215417 1992105 1420989 1657347 722164 588214 1792241 614175 199497 1714764 2117668 1269098 1660901 115198 1973459 1461430 1746793 215386 1959151 1585618 1560076 2050557 174661 175189 562844 679763 641808 964545 910036 1112237 1191723 328467 1724976 744440 878054 649483 2217685 1937422 1422154 1980473 1698339 629386 1784615 2143493 1208962 1630004 2016328 1753551 1699748 2121778 984542 763442 829628 1968059 338844 303027 1360477 2154387 2009108 992039 1366477 425836 251632 668946 936713 1627203 1971739 512442 35645 2001440 2143758 2009351 2121620 1309289 2148736 25519 1749901 1930835 1969732 597643 1142990 2160964 2053057 1446072 1432196 191449 2102889 1565682 2017697 327740 901077 1811201 205544 2231534 1243629 2143364 829568 1399060 633630 342607 57543 533643 1339902 1790492 1482331 1110944 554921 198004 1059449 369675 1828053 938173 708626 1610918 1078586 792313 2203963 1432700 234218 136204 1311044 1320350 162746 1400418 1155722 1546784 1162203 1404298 1264061 1797435 1686602 1515010 1497286 59574 1937602 196556 2117042 995040 1658286 1037670 696863 681454 1380293 806978 2169220 821970 928011 2223574 1880290 983372 56894 602932 845234 640840 569998 112290 7873 1256183 866970 1561603 325633 1128401 769764 741062 1997818 804859 769260 684373 436300 1213104 1049218 1179931 648007 405548 578312 1854433 2106008 1697245 1541474 1411672 416153 165413 207736 2069129 646355 1948287 2192524 1548058 1756524 188120 814060 1041949 1079658 1047585 198874 1086926 1086926 1858880 1877151 1506878 1186716 1058648 628259 2014213 983051 1881694 1055834 571096 289685 183747 177268 151334 1999199 589108 1912964 75890 1114113 1198052 2119175 1946042 1608560 1516066 1314339 1288770 1115424 326456 79008 1316146 2200537 53483 1767601 258776 141764 759153 1332539 741349 563222 1879688 665409 1963353 1298470 1283365 886848 182929 1534059
681265,2140543 1164435 487385 2105749 298399 1922919 1465288 2032887 2003402 757906 2222892 1860710 308907 1469168 639959 2047866 1183567 1322652 853824 31739 2063601 573625 7656 440180 257177 1243386 76137 1404355 1397888 1961789 2020232 1005295 1085354 761945 366854 605178 1225355 618031 450450 1004005 1408885 1082663 576759 762693 48892 1703810 2145715 2101701 1636307 566295 514848 1048116 52043 464477 887560 957264
623923,1486617 1348173 947812 40007 2248507 1009287
1533236,2145677 1527509 1314189 1392171 1360936 493806 1427720 2083607 1604079 2240062 2177268 1392934 230214 45035 1799853 902914 1178714 592183 223602 1142655 1856434 1537913 559941 2152948 1248140 2204371 1646655 1507099 1409076 2207658 360187 1412744 1807283 2176564 731124 387549 615901 856563 1093899 1886410 725800 1429548 2172439 1497581 1082563 1690798 1725153 1179461 679574 1614456 521300 878786 577611 925383 1927512 1985413 451703 1940384 658147 1990412 1463952 1107590 669634 548511 795672 676025 2066217 714774 210528 109296 58958 922620 548261 1965179 2092882 1165816 2156671 1720085 558822 877344 811227 280351 1199183 2048250 2021570 1086087 822932 1440772 9274 825999 1625713 937676 2249452 1948329 1089569 898360 1696407 1815934 265992 2055691 607864 1453057 1090685 1057711 2253027 1490299 1830019 1592726 1413610 348167 19748 380049 1911153 1393949 1189768 677448 940807 1624997 2004133 1835453 1577357 776790 1887939 1590950 766749 619733 2044306 1877555 1855047 1325732 1465148 783813 664362 1518239 1251495 1080651 1581661 1569236 1473723 1532926 1695036 784525 1250154 689487 1000962 1757157 1260513 1030170 1293288 1901900 1091582 748710 1592791 87063 1047332 1123684 1895863 1192778 599710 1904143 1707389 1915890 451544 828991 2244420 1432262 517481 1803434 904857 105621 2135209 9385 1343985 1078907 255355 1065875 110707 21436 678685 642161 110147 590588 843749 2105713 723607 1932945 1975725 15131 1187665 1512575 1237290 1945400 1857600 1099519 1181956 671361 2108468 2029152 1452457 1330142 880884 416704 2233833 1486128 1107462 1803684 1491820 822328 701870 1607491 718996 497038 56460 1301795 562035 1193038 1756616 105663 1134797 499991 725887 265797 186562 1565269 799302 269108 2058081 1649623 129437 1852951 336253 329399 615457 1941102 1343805 1004201 1477204 1850438 314702 128377 1351173 1159482 1805146 546707 294840 75603 1388767 1357510 1444610 1852432 1842950 2200014 103430 408876 2099827 534985 4942 248672 976225 93186 1173976 1352255 1391010 1230133 2070971 1751168 1296140 334436 567231 813029 2020385 507326 592295 886573 373112 1101313 2189792 60661 637820 1606202 715616 1015295 2083938 2071253 1798673 1776552 1606865 1539098 1503150 888418 151033 2234433 1465527 771573 1994792 1558455 1184957 1514712 1602067 498673 1731072 1225045 2121317 2060841 1839325 1772666 544960 938629
88969,1943414 1112655 1280237 1022306 540051
1312060,2233664 85120 1625142 268955 59497 1510757 320223 254396 4765 544643 1010289 193041 28857 2192176 816763 2123540 1714121 1154466 1462241 656981 1156833 1668850 860604 513147 303763 834675 1449673 816098 1809850 849684 1318497 1589619 1462223 1818965 696039 532993 1707828 603658 1627280
795966,2095695 1558864 1977354 1576460 1311510 462113 2063638 802258 583123 1524473 116004 2113149 966939 295287 1519100 326334 107792 1611060 1269010 1376792 46884 5535 261669 1872542 1372541 349154 348586 1556992 2084524 578869
71221,1054673 649826 1257102 1906331 665014 1888630 1708272 1181738 299530 2146545 1489276
2180427,226127 1119398 2053377 1183072 1643876 1134560 1155358 2241580 1388249 1035927 248010 1899211 1176906 130700 1789055 966969 201682 198227 819124 1975518 255987 1460268 1338812 829340 445670 1234035 1063131 1941289 1204252
1860947,574453 314806 286827 1591922 1914087 1014188 480763 966537 1828497 2109876 1594586 2162076 785984 1481158 565598 1699709 1121107 956700 573574 212645 557067 2255770 384465 1732217 1808707 1846593 66266 1327242 1446999 1208595 1802062 1045186 1624594 780269 370001 1342271 1980244 1216339 1689733 2072008 1098226 1094799 320180 1481053 286347 1621089 1218399 445874 1175024 367609 566864 1895302 1081994 1241316 1483667 1171166 1906168 1848456 876865 1322371 886391 1230402 2030635 1765074
804185,636815 328606 1707458 897573 2002486 1761948 974094 1906519 989101 84702 1525381 944897 2042736 1750138 928965 264534 2167264 2161208 1396470 887593 625832 1579305 7168 1018983 1568416 1444754 522502 1199463 2025979 481126 299315 156376 1309143 1401911 637371 599214 2112360 2072908 1807148 2119672 1488596 2183061 1924929 1194257 1837396 406368 1178534 2127837 1709347 1352854 36433 1358988 793634 692575 2041130 2056886 1368412 200925 1394418 1295683 100117 2148650 2041027 974919 770207 1981166 105960 643749 2069414 1266480 1193937 1022113 901108 505711 878401 1264374 116454 31331 551084 2212684 1011171 17603 825626 785873 312766 2137468 1160643 872828 1411081 1698146 1586357 2126595 438476 17394 1514898 7894
247131,1853579 400668 147981 572606 2004622 698034 1112013 1925034 736954 520333 1741399 591091 1760322 1830424 969124 324115 1954044 256708 1173357 533738 1205708 178542 41394 1787294 1979865 610779 1624293 9151 1357719 2004369 964250 998894 538234 957616 1082775 751891 631681 1760306 1814426 1492923 1886940 551156 1994385 1451629 645181 1232941 1653256 1079807 366927 1378372 1358227 1290108 1222463 104080 964041 1744045 2045698 2244633 1406363 1230509 892092 1158297 643446 1415733 2116993 150912 617366 108167 1503530 727128 1185814 184767 495978 2250313 1309105 347619 1400109 1289768 1388858 1365253 2190080 1783573 1720010 1645258 1821222 2150425 1718285 1151428 1915638 1082897 1003161 69487 293240 2158676 1093696 559062 289361 735702 1618419 920727 212435 1315645 1712215 1680876 950210 795368 662576 1577370 1629547 1619293 860221 690446 229171 2031677 202672 1267392 1380826 1276028 1581858 1374124 1339094 1193348 626588 1273414 832540 1079730 507151 61946 2229701 873260 1391086 1873869 1101191 1396051 974385 427276 1222175 2195851 1104706 1952076 597434 1107951 1366217 839618 823001 523096 315333 627496 1605194 1380559 1312665 1883135 1034085 1288688 654061 1258342 1634131 1131175 913583 205723 1230804 2212441 620875 2018536 1916855 1193657 2133218
1123681,751756 1246135 1543291 1090834 1082645 970092 1036739 148097 353089 1830311 2177547 1740249 1761314 221649 1881404 1206161 1196068 258298 79577 2181264 1252460
853363,1616179 1328407 985002 541617 1470333 2142680 2012607 1959724 841647 180377 1933721 771857 1692688 1190896 671230 1285034 739515 346355 840485 531392
2139517,1567535 384615 1576548 1216381 2063673 2112662 1615225 1688628 1081176 2000108 815726 1284892 935651 1993071 2228028 755079 1114987 1865111 53472 1880647 2235298 1981526 2127489 1691640 333392 1915210
1443219,1994496 1607683 1555415 1498658 1153016 962004 880182 673920 422819 939746 471897 2094632 1750012 1243494 420197 2162109 1891116 1602272 1536974 229818 512346 1540236 2204973 1009416 261406 1877143 2147971 1998612 1871177 1832040 1368184 1215195 395797 387635 170584 154882 907896 1938303 1688899 1291204 1084593 1080034 998209 953277 909647 696251 689306 678225 341319 333914 246162 217819 206458 95021 2250576 1587087 1239969 131678 1357187 803806 2022909 1295630 1169815 89400 2046171 1997827 1997100 1215599 1032307 977169 606154 507073 479606 199354 111992 92316 1829194 270971 672743 630764 711418 624727 3172 1796996 381564 186558 592191 698544 1482935 1209759 2086444 491036 1538132 351862 1543800 1485307 157666 2209978 40324 584119 323603 1471282 1368683 607580 1308086 273902 1579800 903464 723756 1780375 1360119 872066 232515 729578 1924300 934234 1059611 2051645 175827 2251528 1060552 1980694 2006607 2204433 2119698 101868 912358 1098549 360285 1678850 783308 2195940 990454 425357 138890 2019328 274673 319507 70947 1110292 1389928 1615806 207351 1998201 1783095 567173 205327 1869438 1007032 948479 2132779 1953870 1672392 1313189 1763322 952706 690237 143128 1158127 1546085 112055 1630596 254029 2136166 1851262 1398303 128574 662910 1444680 2036756 1001326 712740 409490 1777168 474703 132667 1666449 262129 1840193 1275969 2021025 1141142 2106584 1235755 2237431 1748435 1997147 350701 1283938 1515138 183281 1261079 1778061 108728 1913035 1180872 1678487 289641 890668 1783293 1951233 506452 2075585 884304 877165 1553520 564810 1989525 128558 864362 1768213 1264937 76401 49778 139933 1414393 2014346 1199559 1181200 989161 2248693 640703 1704783 90519 2143347 1973116 1043547 1719424 947079 1454761 1844776 961881 2080905 302524 213704 2192388 923449 1513757 942843 934367 1934586 773705 1813100 1372250 56574 903988 378423 1453890 654202 412491 4158 2181847 1196747 811452 117484 45976 1161275 746382 1938569 1764780 1423431 320815 986991 894402 1749065 2190777 996054 577782 484591 295638 1880298 304378 1401980 160855 1438529 1910697 11519 1651680 1530329 99322 1857952 1556951 1323459 329861 1556665 1654767 1562741 930753 425201 175933 819514 209480 2220908 1347025 135888 26673 623071 2192641 483730 2112425 1150827 992213 1940990 1580832 1207000 1091757 2185600 533901 1527325 297674 1689878 2200713 198561 1831224 1087424 2176414 1014102 761191 234164 554265 2220205 1948729 1458898 1394112 1200524 223023 1694558 1595802 651395 1458151 1438530 481691 190632 453159 992624 443096 435588 678020 2120304 517130 828351 327973 782107 1156948 1820440 210619 2147087 1000678 1688712 305828 1914865 293274 357896 1905267 1780998 32860 1722054 597896 1089195 819274 1830211 1852176 1682440 173825 1844391 756025 1565662 2137358 1277059 1658214 1485747 568983 363688 122897 2130161 1276359 2251878 46177 1277070 1318572 44927 1446926 1143746 1721838 2238637 1441992 549909 233206 26449 294898 1837568 1493827 1414956 1171858 2224120 1974717 129967 2176368 694022 65760 961383 768477 425288 897185 2200746 67278 1866174 820243 95334 2014390 1341425 1504701 2048396 2182603 2153200 1614926 1127712 1738346 1926899 1429992 1300572 869735 800860 2079556 951231 930306 616234 1105751 580031 2245199 1955908 1329398 923270 1284705 1115934 566546 884794 1464028 2153003 2081189 1329609 1010710 890524 1682616 1407758 750628 105379 2219536 615520 1549270 275673 534108 797790 565895 2037264 833407 1923053
902549,588090 2157214 1317341 1112977 1648691 778137 856287 1002652 1702325 600101 134061 1478077 1369812 2023316 133750 1415358 667130 16993 1375179 34493 164939 1043094 2069519 405688 1013815 228089 2057927 1666187 515880 919532 60680 2091931 1415134 1716038 826976 2014523 332286 27718 337344 1667734 1472553 604044
1467800,1855001 1137580 1885285 998334 439841 1600939 1435757 1203199 227761 1680985 1400844 1596651 1140971 1882279 603947 1916482 1333703 1126141 169389 1265570 2204556 1056959 128233 1822939 1775461 799228 376187 2048770 2011016 1420796
2147739,209885 678605 297430 1151672 1990720 444220 2128552
1222046,1183609 829898 691964 589817 556304 2029687 1484821 358454 1859866 1120825 1482163 567837 1007502 565507 515375 424104 2066840 183866 885397 2178687 476584 365093 788753 577432 1661149 1750566 578417 442418 1646619 2084356 183146 1565383 766228 921428 1305128 120234 214042 1688193 1024866 840247 779982 1283572 80572 1812439 1470619 985040 567222 1720096 34322 1686557 791069 1823364 827354 1272122 87110 1051504 2165205 1022570 608654 961559 1925936 370749 861015 287843 1579126 1363731 42148 1057272 2009838 2014512 1385395 1497632 1979314 2221853 1291302 93879 655052 1248805 981096 2176315 541087 2074401 1873910 716817 2115405 985366 2044280 763681 103241 1825436 1666082 621098 1323979 133976 754521 311694 1711804 739211 450536 1087838 1587569 808627 369067 941802 403949 1734637 2145965 959610 1098888 846107 114980 119268 2054774 1223145 353704 1352449 1323280 269014 1670098 554449 1656856 2174813 2162578 524460 1354385 1620713 998749 1871717 1123011 708594 1409905 1156145 1032821 1956577 704349 440415 322541 160382 1653385 1637032 911962 424882 250517 284556 24310
1975715,157910 2131982 683078 904327 809078 1867220 282211 282211 706069 1469838 578904 1414813 1330668
91563,101197 749807 326329 2226539 1029390 48246 1996260 1531509 1880074 1748140 1548193 488039 77002 515892 1490995 2035157 1955844 2060777 774672 1069777 838344 2033291
247212,2225887 2187474 2042478 1797648 1689833 1403288 722403 648064 647135 444610 325137 159945 69020 1754732 1578781 858607 688381 1473617 1647361 648895 637662 220206 79028 84065 2046444 497020 346566 1420393 153379 738615 1894233 480710 489462 456815 1993050 982355 2134188 2015039 903566 160540 2043266 458798
255405,1949232 252128 246848 427235 135996 1938459 1625822 984769 1177486 2226640 769968 2105131 87304 2176316
1740128,2224469 1630082 115206 287431 505261 873976 717684 26781 829067 1185904 392066 1504943 2102025 1145046 1059769
2262456,1572434 368663 325176 2212057 990491 1731689 1178887 335798 354053 1437164 602500 742072 752569 580954 832841 2051114 226838 238273 1854249 1261594 1753429 1406248 440358 1732549 1812236 1491435 1977790 1893280 2237495 793736 1817005 599705 1735014 1384391 672098 1100823 1135730 619382 951976 868583 359871
